,,lirui:UpperBody1_Neck,,,lirui:UpperBody2_BackLeft,,,lirui:UpperBody3_BackRight,,,lirui:UpperBody4_BackSpine,,,lirui:UpperBody5_BeltRight,,,lirui:UpperBody6_BeltLeft,,,lirui:Head1_BackMiddle,,,lirui:Head2_BackLeft,,,lirui:Head3_BackRight,,,lirui:UpperArmLeft1_Shoulder,,,lirui:UpperArmLeft2_middle,,,lirui:UpperArmLeft3_ElbowUp,,,lirui:UpperArmLeft4_ElbowDown,,,lirui:UpperArmRight1_Shoulder,,,lirui:UpperArmRight2_middle,,,lirui:UpperArmRight3_ElbowUp,,,lirui:UpperArmRight4_ElbowDown,,,lirui:LowerArmRight3_middle,,,lirui:LowerArmRight4_Wrist,,,lirui:LowerArmLeft3_middle,,,lirui:LowerArmLeft4_Wrist,,,lirui:HandLeft2_Out,,,lirui:HandLeft3_In,,,lirui:HandRight2_Out,,,lirui:HandRight3_In,,,lirui:ThighRight1_PocketRight,,,lirui:ThighRight2_middle,,,lirui:ThighRight3_KneeBackOut,,,lirui:ThighRight4_KneeBackIn,,,lirui:ThighLeft1_PocketLeft,,,lirui:ThighLeft2_middle,,,lirui:ThighLeft3_KneeBackOut,,,lirui:ThighLeft4_KneeBackIn,,,lirui:LowerLegLeft3_middle,,,lirui:LowerLegLeft4_AnkleIn,,,lirui:LowerLegLeft5_AnkleOut,,,lirui:LowerLegRight3_middle,,,lirui:LowerLegRight4_AnkleOut,,,lirui:LowerLegRight5_AnkleIn,,,lirui:FootRight1_Heel,,,lirui:FootRight4_FootSide,,,lirui:FootLeft1_Heel,,,lirui:FootLeft4_FootSide,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1520,0,498.339,11.9942,224.498,472.102,111.18,216.244,468.059,-97.1481,194.985,331.819,32.1291,235.504,35.8395,-151.16,98.167,1.57404,154.774,119.175,653.577,11.4252,201.553,651.99,78.4615,188.243,652.6,-37.6994,173.77,433.744,221.404,234.622,348.219,271.822,225.913,291.829,402.281,173.997,306.465,429.496,148.981,444.93,-179.577,203.19,368.166,-219.345,200.047,285.104,-354.171,149.936,271.098,-383.914,120.731,386.428,-332.626,61.1486,456.558,-285.631,32.1567,411.171,377.798,72.9437,461.991,348.527,26.8457,514.34,351.489,25.2444,525.199,291.897,42.4737,506.835,-283.412,23.744,509.683,-231.581,44.1299,-79.3302,-148.415,158.516,-241.339,-191.686,79.0812,-469.81,-177.353,47.9026,-470.268,-106.061,103.27,-113.554,106.964,176.779,-279.1,136.672,104.383,-489.228,97.253,66.4114,-470.695,40.7441,111.24,-644.727,120.182,100.981,-893.256,3.17036,139.005,-891.671,72.3288,159.449,-642.323,-218.301,109.649,-872.361,-225.035,147.142,-884.538,-138.765,147.36,-902.386,-197.068,226.565,,,,-911.117,31.7854,213.634,-980.166,102.532,83.3055
1521,0,498.592,12.9513,223.438,472.217,112.221,214.903,468.439,-96.5413,194.523,332.724,32.8995,235.035,35.6489,-150.838,98.3404,1.39532,155.006,118.57,653.498,11.5773,200.672,652.18,78.6899,187.5,652.671,-37.4472,173.211,433.544,222.43,232.805,347.319,272.124,224.062,290.613,402.337,172.186,305.399,429.707,147.45,444.676,-179.049,202.535,367.705,-218.042,199.544,284.264,-353.154,149.787,270.182,-382.986,120.787,386.204,-332.354,61.336,456.649,-285.539,32.3503,410.546,378.025,72.4103,461.968,348.536,26.8156,514.43,351.449,25.2743,525.295,291.859,42.5754,506.918,-283.282,23.6808,510.037,-231.385,43.763,-79.3491,-148.109,158.69,-241.54,-191.619,79.2197,-469.676,-177.186,48.0891,-470.238,-105.891,103.217,-113.512,107.39,176.727,-279.05,136.864,104.196,-489.24,97.3905,66.2987,-470.722,40.9001,111.303,-644.886,120.271,100.906,-893.295,3.17416,138.94,-891.856,72.215,159.394,-642.564,-218.035,109.836,-872.42,-224.883,147.065,-884.666,-138.35,147.004,-902.262,-196.417,226.448,,,,-911.22,31.6984,213.639,-980.268,102.578,83.382
1522,0,498.823,13.7658,222.513,472.163,113.255,213.82,468.514,-95.9383,194.062,332.383,33.7337,234.295,35.4739,-150.73,98.4742,1.20878,155.052,118.269,653.622,11.9153,199.816,652.123,78.9579,186.619,652.593,-37.0216,172.433,433.334,223.344,231.002,346.682,272.449,222.256,288.875,402.286,169.898,303.87,429.907,145.607,444.492,-178.39,202.164,367.038,-216.906,198.743,283.153,-351.842,149.417,269.224,-381.752,120.408,385.535,-331.844,61.2657,457.212,-285.434,32.9116,409.887,378.024,71.846,461.611,348.466,26.5088,514.502,351.388,25.3064,525.012,291.6,42.4623,507.105,-283.107,23.5308,510.178,-230.95,43.1115,-79.4771,-147.954,158.775,-241.132,-191.734,79.0841,-469.642,-177.142,48.1514,-470.299,-105.775,103.133,-113.622,107.573,176.634,-279.046,137.145,104.221,-489.291,97.5446,66.2207,-470.896,41.019,111.318,-645.047,120.349,100.881,-893.663,2.92932,138.807,-892.155,71.9686,159.29,-642.682,-217.805,109.962,-872.635,-224.468,147.15,-884.862,-138.136,146.767,-902.32,-195.957,226.28,,,,-911.321,31.5793,213.59,-980.342,102.575,83.4046
1523,0,498.961,15.1055,221.357,472.453,114.332,212.45,468.698,-95.5788,193.402,332.163,34.5109,233.338,35.4106,-150.689,98.4985,1.08532,155.027,118.073,653.552,12.295,199.013,651.82,79.2922,185.475,652.655,-36.8081,171.912,432.934,224.51,229.148,345.863,272.644,220.28,287.061,402.193,167.688,302.212,430.162,143.523,444.401,-177.693,201.834,366.209,-215.659,198.051,282.051,-350.565,148.89,268.177,-380.6,119.779,384.965,-331.531,61.2591,456.903,-285.475,32.9166,409.001,378.095,70.9913,461.261,348.268,26.3167,514.502,351.154,25.3716,525.275,291.549,42.5168,507.39,-282.981,23.4345,510.402,-230.757,42.3253,-79.693,-147.907,158.662,-241.477,-191.682,79.2612,-469.485,-177.128,48.3158,-470.264,-105.738,103.181,-113.718,107.591,176.54,-279.097,137.285,104.189,-489.317,97.6188,65.9934,-471.055,41.0771,111.279,-645.276,120.341,100.789,-893.872,2.79423,138.445,-892.267,71.8821,159.177,-642.729,-217.717,110.091,-872.856,-223.995,147.078,-884.938,-137.963,146.617,-902.408,-195.504,226.246,,,,-911.378,31.4188,213.504,-980.568,102.541,83.3193
1524,0,498.797,15.9441,220.011,472.418,115.486,211.163,468.838,-95.3974,192.892,332.63,35.1471,232.612,35.3551,-150.773,98.4959,0.956719,154.98,117.979,653.577,12.5838,198.615,651.88,79.5471,184.742,652.79,-36.3401,171.192,432.486,226.003,227.393,344.724,273.05,218.1,285.389,402.165,165.468,300.433,430.327,141.436,444.075,-177.192,201.411,365.235,-214.849,197.157,280.982,-349.17,148.179,267.211,-379.512,119.183,384.603,-331.069,61.2866,457.005,-285.259,33.2934,408.051,378.022,70.0968,461.181,348.261,26.5423,514.553,350.914,25.4813,525.206,291.259,42.4093,507.635,-282.789,23.2868,510.653,-230.405,41.6619,-79.8092,-147.928,158.57,-241.597,-191.685,79.4392,-469.559,-177.228,48.3544,-470.32,-105.815,103.184,-113.84,107.51,176.419,-279.241,137.267,104.065,-489.36,97.6531,65.944,-471.126,41.1109,111.308,-645.452,120.225,100.779,-893.992,2.66234,138.456,-892.369,71.848,159.151,-642.94,-217.678,110.198,-872.916,-223.414,147.294,-884.984,-137.694,146.503,-902.383,-195.035,226.372,,,,-911.465,31.1938,213.317,-980.842,102.397,83.2176
1525,0,499.178,17.0591,218.848,472.562,116.533,210.016,468.92,-95.3854,192.602,332.729,35.7207,232.052,35.2815,-150.922,98.4252,0.759498,154.784,117.787,653.74,13.3339,197.755,652.145,80.3455,184.129,652.803,-35.9244,170.71,432.012,226.966,225.532,343.438,273.165,216.064,283.508,401.842,162.976,298.015,430.033,138.604,442.975,-177.067,200.334,364.426,-213.654,196.622,279.323,-347.888,146.845,265.945,-378.314,118.348,384.161,-330.546,61.3352,457.495,-285.066,34.1806,407.05,377.984,68.9919,460.926,348.067,26.6726,514.646,350.744,25.6085,525.157,291.057,42.3447,507.638,-282.656,22.9967,511.094,-230.168,40.9859,-79.7556,-148.008,158.501,-241.08,-191.867,79.0865,-469.539,-177.384,48.3594,-470.442,-105.999,103.146,-113.969,107.297,176.276,-279.29,137.062,103.989,-489.386,97.6746,65.9863,-471.154,41.1499,111.347,-645.654,120.002,100.798,-893.99,2.67067,138.54,-892.491,71.7376,159.032,-642.991,-217.673,110.277,-872.795,-223.05,147.395,-885.125,-137.549,146.317,-902.302,-194.677,226.399,,,,-911.492,30.9507,213.173,-981.051,102.146,83.1149
1526,0,498.602,17.9328,217.313,472.408,117.673,208.738,468.894,-95.5607,192.287,332.609,36.3286,231.047,35.2279,-150.946,98.1699,0.729937,154.747,117.691,653.913,14.0441,197.388,651.976,80.6298,183.391,652.917,-35.3601,170.233,431.497,228.371,223.986,342.279,273.207,213.932,281.54,401.359,160.658,295.93,429.624,136.185,441.475,-176.788,199.212,362.991,-212.887,195.357,278.041,-346.495,145.927,264.345,-376.85,116.946,383.579,-329.651,61.3805,457.466,-284.822,34.5492,406.059,378.039,67.9927,460.715,347.976,26.7375,514.644,350.632,25.6283,525.165,290.862,42.2769,507.812,-282.529,22.796,511.284,-230.25,40.7074,-79.6089,-148.139,158.4,-240.803,-191.966,78.9173,-469.68,-177.517,48.2994,-470.533,-106.222,103.11,-113.999,107.055,176.093,-279.415,136.813,103.905,-489.466,97.7041,66.0617,-471.241,40.9817,111.27,-645.734,119.807,100.752,-894.212,2.5545,138.551,-892.806,71.3947,158.792,-643.101,-217.492,110.284,-873.327,-223.251,147.163,-885.228,-137.327,146.079,-902.283,-194.355,226.341,,,,-911.719,30.5356,213.014,-981.208,102.006,83.0611
1527,0,498.25,18.8176,215.741,472.362,118.718,207.733,469.206,-95.767,192.315,332.425,36.8331,230.272,35.3205,-151.072,98.125,0.721522,154.682,117.656,653.757,14.6628,196.997,651.816,81.2965,182.832,652.665,-34.762,170.08,430.974,229.263,222.398,340.755,273.054,212.056,279.393,400.684,158.269,293.832,429.216,134.105,441.985,-176.189,199.454,362.535,-211.798,194.836,276.313,-345.002,144.823,263.203,-375.285,115.961,383.21,-329.008,61.5698,457.683,-284.536,34.9823,405.2,377.935,67.2136,460.476,348.008,26.7715,514.692,350.546,25.69,525.177,290.713,42.1932,507.926,-282.376,22.6515,511.583,-230.025,40.1765,-79.5205,-148.311,158.305,-240.842,-192.16,78.9525,-469.5,-177.603,48.2898,-470.494,-106.34,103.232,-114.13,106.736,175.933,-279.373,136.71,103.923,-489.493,97.6883,66.1492,-471.331,40.8691,111.31,-645.842,119.677,100.823,-894.7,2.09911,138.409,-892.973,71.0422,158.885,-643.263,-217.445,110.385,-873.275,-223.139,147.27,-885.338,-137.142,145.918,-902.195,-194.001,226.337,,,,-912.04,29.9461,212.94,-981.411,101.787,83.1499
1528,0,497.957,19.5602,214.499,472.311,119.61,206.842,469.494,-95.9169,192.194,332.347,37.167,229.745,35.6048,-151.203,97.9537,0.691405,154.67,117.592,653.483,15.2137,196.886,651.72,82.1666,182.643,652.582,-33.9601,169.915,430.002,230.32,220.908,339.695,272.982,210.152,277.085,400.022,155.883,291.796,428.832,131.637,441.124,-176.057,198.726,361.329,-210.834,193.852,274.94,-343.359,143.531,261.546,-373.89,114.774,382.105,-328.34,61.1515,457.726,-284.324,35.2937,404.309,377.695,66.508,460.203,347.973,26.7321,514.655,350.5,25.7349,525.236,290.605,42.1362,507.96,-282.276,22.4553,511.756,-229.923,39.7913,-79.4701,-148.474,158.22,-240.982,-192.526,78.9761,-469.526,-177.782,48.3456,-470.476,-106.503,103.268,-114.137,106.549,175.78,-279.349,136.564,103.94,-489.597,97.5087,66.2126,-471.451,40.698,111.256,-646.101,119.317,100.846,-895.007,1.64685,138.717,-893.124,70.6101,158.915,-643.421,-217.514,110.442,-873.156,-222.913,147.403,-885.48,-137.009,145.778,-902.248,-193.888,226.35,,,,-912.35,29.5101,213.019,-981.503,101.533,83.271
1529,0,497.783,20.5846,213.203,472.137,120.786,206.046,469.832,-96.0048,192.275,332.449,37.3439,229.589,35.6901,-151.344,97.7379,0.656127,154.688,117.571,653.161,15.9469,196.865,651.631,82.8967,182.674,652.448,-33.2858,170.097,429.352,231.07,219.574,338.516,272.906,208.421,275.136,399.313,153.252,289.581,427.9,129.09,440.221,-175.765,198.124,360.289,-209.878,192.939,273.372,-341.771,142.247,259.685,-372.349,113.133,381.469,-327.786,60.9088,457.676,-284.122,35.5081,403.208,377.499,65.6086,459.872,347.858,26.6281,514.667,350.445,25.7553,525.261,290.553,42.0709,508.042,-282.144,22.2418,512.109,-229.748,39.4681,-79.3697,-148.611,158.149,-241.211,-192.833,78.9775,-469.581,-177.979,48.3908,-470.398,-106.671,103.305,-114.167,106.389,175.677,-279.442,136.395,103.904,-489.655,97.2121,66.211,-471.551,40.4114,111.258,-646.245,119.122,101.047,-895.224,1.16472,138.95,-893.607,70.2443,159.291,-643.412,-217.516,110.482,-873.448,-222.971,147.236,-885.59,-136.962,145.464,-901.896,-193.527,226.105,,,,-912.524,29.21,213.242,-981.694,101.221,83.4122
1530,0,497.608,21.0616,212.148,471.941,121.441,205.264,469.658,-96.1113,192.078,331.973,37.7093,228.633,35.8276,-151.508,97.7227,0.568475,154.671,117.555,652.972,16.8054,197.043,651.257,83.5846,182.755,652.452,-32.6255,170.46,428.886,232.178,218.33,337.483,272.764,206.691,273.302,398.49,150.962,287.516,427.329,126.675,439.73,-175.55,197.999,358.979,-208.904,191.805,271.592,-340.312,140.992,258.462,-370.61,111.851,381.044,-327.131,60.7133,457.559,-284.03,35.7323,402.283,377.256,64.9325,459.488,347.699,26.5562,514.636,350.325,25.7616,525.119,290.449,42.0141,508.102,-282.096,22.0959,512.611,-229.581,39.1762,-79.2882,-148.759,158.062,-241.043,-193.075,78.6876,-469.635,-178.276,48.3834,-470.447,-107.057,103.326,-114.163,106.277,175.612,-279.656,136.101,103.881,-489.686,96.9301,66.1923,-471.599,40.1605,111.228,-646.401,118.864,101.315,-895.378,0.937143,138.881,-893.88,69.8651,159.564,-643.502,-217.633,110.457,-873.512,-223.054,147.175,-885.735,-136.953,145.216,-901.854,-193.604,225.955,,,,-912.736,28.9149,213.408,-981.706,100.988,83.626
1531,0,497.168,21.8131,211.112,471.76,122.332,204.769,469.313,-96.128,192.054,331.92,38.0431,228.194,35.9333,-151.64,97.6612,0.531927,154.665,117.549,652.731,17.5388,197.282,650.894,84.3484,182.647,652.274,-31.8522,170.786,428.298,233.186,217.298,336.05,272.601,204.826,271.341,397.85,148.478,285.232,426.533,124.189,438.802,-175.523,197.325,357.955,-208.069,191.153,270.094,-338.851,139.621,256.539,-369.332,110.27,380.043,-326.565,60.241,457.6,-283.829,36.1233,401.307,376.969,64.1874,459.076,347.535,26.5165,514.632,350.218,25.8653,525.065,290.334,41.961,508.12,-282.061,22.0512,512.758,-229.621,39.0211,-79.0928,-148.933,157.939,-240.922,-193.359,78.5433,-469.671,-178.589,48.4846,-470.357,-107.206,103.414,-114.194,106.145,175.547,-279.683,135.924,103.923,-489.821,96.7052,66.1198,-471.656,39.9855,111.259,-646.705,118.453,101.478,-895.413,0.89555,138.64,-893.882,69.7844,159.785,-643.808,-218.056,110.425,-873.551,-223.072,147.135,-885.796,-137.005,144.956,-901.973,-193.573,225.826,,,,-913.074,28.4404,213.592,-981.647,100.693,83.9735
1532,0,496.624,22.518,210.291,471.487,123.231,204.22,468.605,-96.2145,191.83,331.72,38.3151,227.936,35.9244,-151.702,97.5904,0.513604,154.639,117.567,652.548,18.2845,197.344,650.548,84.9857,182.461,652.179,-31.3277,171.162,427.613,234.21,216.099,335.099,272.641,203.618,269.711,397.148,146.545,283.495,426.046,122.2,437.933,-175.451,196.843,356.753,-207.244,189.816,268.535,-337.61,138.405,255.358,-367.973,109.107,379.37,-325.946,59.9769,457.52,-283.7,36.5208,400.512,376.922,63.3953,458.757,347.379,26.5412,514.609,350.05,25.9489,524.958,290.193,41.8308,508.227,-281.977,21.9928,512.908,-229.697,38.9415,-79.1439,-149.205,157.728,-240.998,-193.584,78.4579,-469.704,-178.855,48.4989,-470.335,-107.338,103.473,-114.4,106.002,175.414,-279.8,135.711,103.892,-489.832,96.5434,66.0532,-471.834,39.7342,111.142,-647.046,118.042,101.605,-895.671,0.523084,138.657,-894.091,69.2578,159.924,-643.961,-218.125,110.291,-873.733,-223.297,146.891,-885.834,-137.183,144.773,-901.98,-193.627,225.583,,,,-913.627,27.6997,213.558,-981.586,100.512,84.2826
1533,0,496.006,22.7716,209.251,471.389,123.968,203.947,468.294,-96.2274,191.834,331.593,38.5515,227.832,35.8899,-151.829,97.537,0.390247,154.604,117.581,652.478,19.0054,197.262,650.262,85.3485,182.191,652.077,-30.8554,171.232,426.948,234.836,214.92,334.086,272.489,202.286,268.072,396.43,144.706,281.83,425.394,120.116,435.438,-175.613,195.219,355.606,-206.394,189.262,267.062,-336.341,136.978,254.088,-366.694,107.738,378.905,-325.473,59.8012,457.536,-283.61,36.8347,399.578,376.814,62.457,458.46,347.318,26.4971,514.614,349.948,25.9596,524.978,290.074,41.8525,508.062,-281.97,21.5546,512.938,-229.804,38.734,-79.2055,-149.39,157.595,-240.805,-193.72,78.1347,-469.707,-179.111,48.4314,-470.38,-107.51,103.436,-114.531,105.848,175.319,-279.827,135.544,103.901,-489.926,96.1582,65.9031,-471.903,39.4192,111.09,-647.239,117.817,101.636,-895.704,0.103876,138.707,-894.285,68.7539,160.037,-644.07,-218.545,110.208,-873.706,-223.393,146.805,-885.932,-137.421,144.525,-901.802,-193.587,225.256,,,,-913.741,27.1621,213.755,-981.604,100.393,84.524
1534,0,495.382,23.4021,208.324,471.232,124.676,203.471,468.189,-96.2152,191.868,331.146,38.5836,227.494,35.841,-151.873,97.4918,0.0714351,154.504,117.467,652.334,19.3551,197.122,650.077,85.9469,181.722,651.925,-30.302,171.011,426.256,235.845,213.829,333.364,272.285,200.82,266.599,395.743,142.604,280.256,424.806,118.395,436.071,-175.174,196.096,354.677,-205.768,188.28,265.586,-334.868,135.499,252.378,-365.518,106.141,378.226,-324.981,59.3679,457.591,-283.512,37.2224,398.862,376.763,61.8706,458.158,347.327,26.4872,514.596,349.916,25.9949,524.93,290.038,41.7906,508.278,-281.828,21.652,513.338,-229.843,38.8697,-79.3095,-149.567,157.365,-240.656,-193.856,78.0026,-469.584,-179.287,48.3298,-470.358,-107.748,103.298,-114.714,105.731,175.272,-279.824,135.475,103.952,-490.139,95.7765,65.6915,-472.004,39.175,110.961,-647.373,117.608,101.666,-895.889,-0.434267,138.625,-894.382,68.1738,159.957,-644.124,-218.839,110.094,-873.891,-223.557,146.52,-885.964,-137.631,144.257,-901.648,-193.562,224.963,,,,-913.897,26.7102,213.791,-981.797,99.992,84.6109
1535,0,494.835,23.6927,207.707,471.064,125.466,203.11,467.826,-96.2024,191.808,330.702,38.7889,227.045,35.8796,-151.927,97.4337,-0.13159,154.425,117.317,652.32,19.6807,196.923,649.969,86.3404,181.277,652.089,-29.9701,170.96,425.838,236.274,212.532,332.609,272.065,199.603,265.464,395.08,141.067,279.127,424.32,117.237,435.351,-175.184,195.808,353.702,-205.145,187.528,264.322,-334.082,134.636,251.444,-364.367,104.915,377.706,-324.512,59.2122,457.767,-283.344,37.5946,398.317,376.657,61.3824,457.902,347.324,26.4811,514.603,349.863,25.9417,524.889,290.075,41.7979,508.512,-281.696,21.698,513.467,-229.818,38.5693,-79.3543,-149.687,157.216,-240.85,-193.924,77.9323,-469.696,-179.445,48.232,-470.361,-108.014,103.158,-114.701,105.708,175.129,-279.987,135.341,103.803,-490.131,95.6039,65.5519,-472.028,38.8761,110.886,-647.599,117.228,101.669,-896.239,-1.13178,138.441,-894.596,67.7144,159.85,-644.056,-219.089,109.858,-873.783,-223.559,146.04,-885.957,-137.889,144.015,-901.464,-193.791,224.487,,,,-914.082,26.0527,213.751,-981.897,99.7202,84.6276
1536,0,494.111,23.9906,206.806,470.97,125.875,202.538,467.304,-96.1292,191.784,330.234,38.981,226.488,35.8458,-152.024,97.4111,-0.283554,154.39,117.385,652.33,20.0341,196.582,650.005,86.6498,181.037,652.164,-29.89,170.935,425.529,236.805,211.654,332.025,271.712,198.649,264.553,394.487,139.881,278.004,423.828,115.905,433.88,-175.461,194.963,352.778,-204.417,186.776,263.639,-332.704,133.328,250.369,-363.339,103.664,377.489,-324.061,59.0968,457.865,-283.257,37.9206,397.809,376.539,60.9094,457.845,347.397,26.5425,514.632,349.925,25.9891,524.95,290.072,41.7774,508.665,-281.622,21.6772,513.997,-229.777,38.4266,-79.4349,-149.766,157.031,-240.894,-194.067,77.8823,-469.595,-179.485,48.0956,-470.344,-108.202,103.025,-114.88,105.577,175.015,-279.961,135.229,103.816,-490.132,95.4032,65.4486,-472.069,38.7094,110.81,-647.729,116.924,101.684,-896.476,-1.81283,138.404,-894.74,67.2663,159.812,-643.925,-219.324,109.616,-873.912,-223.757,145.574,-886.016,-138.266,143.699,-901.214,-194.355,224.036,,,,-914.508,25.1716,213.6,-981.981,99.5447,84.6967
1537,0,493.388,24.246,205.992,470.941,126.255,202.042,467.09,-96.0564,191.661,330.128,39.1557,226.063,35.8448,-152.073,97.3804,-0.391867,154.416,117.402,652.43,20.2221,196.472,650.076,86.7698,180.887,652.12,-29.7358,170.792,425.215,237.391,210.645,331.605,271.217,197.292,263.814,393.981,138.821,277.194,423.272,114.735,433.424,-175.233,194.89,352.233,-204.188,186.211,262.554,-331.691,132.002,249.478,-362.182,102.355,377.416,-323.585,59.2207,458.175,-283.12,38.3475,397.475,376.433,60.5814,457.816,347.507,26.6316,514.742,349.986,26.0188,525.041,290.161,41.8244,509.057,-281.537,21.6494,514.633,-229.769,38.441,-79.5416,-149.89,156.912,-240.66,-194.249,77.7274,-469.791,-179.695,47.6557,-470.23,-108.419,102.903,-115.021,105.497,174.878,-280.07,135.064,103.737,-490.132,95.2579,65.395,-472.103,38.4908,110.674,-647.993,116.551,101.676,-896.44,-2.16442,138.381,-894.804,66.3972,159.806,-643.965,-219.737,109.461,-873.832,-224.94,145.093,-885.947,-138.564,143.474,-900.896,-194.755,223.165,,,,-914.535,24.638,213.429,-982.257,99.1007,84.6219
1538,0,493.753,24.4981,205.662,470.84,126.409,201.353,466.63,-96.0287,191.393,330.121,39.3343,225.846,35.7892,-152.113,97.3403,-0.496625,154.427,117.445,652.37,20.3151,196.37,649.807,86.7239,180.637,651.882,-29.618,170.611,425.113,237.746,209.506,331.397,270.98,196.262,263.114,393.365,137.553,276.434,422.762,113.809,433.679,-174.611,195.011,351.861,-203.603,185.733,261.74,-330.983,131.188,249.691,-361.369,101.585,377.2,-323.061,59.02,458.389,-283.005,38.7347,397.142,376.259,60.3221,457.897,347.609,26.8109,514.779,350.018,26.0362,525.11,290.139,41.8316,509.4,-281.49,21.647,515.224,-229.644,38.4569,-79.5065,-149.867,156.897,-240.659,-194.623,77.6129,-469.769,-179.917,47.3646,-470.244,-108.747,102.864,-115.156,105.38,174.774,-280.291,134.997,103.588,-490.105,95.1689,65.3585,-472.114,38.2302,110.603,-648.182,116.043,101.665,-896.567,-2.79644,137.745,-895.019,65.898,159.716,-643.73,-220.017,109.24,-873.805,-225.238,144.799,-885.972,-139.137,143.034,-900.592,-195.491,222.927,,,,-914.5,23.535,213.223,-982.43,98.597,84.5538
1539,0,493.679,24.6731,205.058,470.941,126.813,200.721,466.496,-95.9997,191.214,330.134,39.5307,225.445,35.7831,-152.141,97.2964,-0.572257,154.442,117.435,652.213,20.3092,196.335,649.852,86.7311,180.695,651.611,-29.5608,170.547,425.153,237.936,208.478,331.318,270.709,195.362,262.619,392.769,136.496,275.754,422.328,112.882,433.106,-174.656,194.432,351.171,-203.274,184.865,261.303,-330.264,129.91,248.685,-360.679,99.8905,377.055,-322.798,58.8469,459.089,-282.618,39.3303,396.885,376.157,60.182,457.975,347.659,26.9503,514.882,349.953,26.0765,525.162,290.061,41.7959,509.933,-281.408,21.8142,515.992,-229.359,38.3535,-79.4608,-149.901,156.848,-240.792,-194.932,77.7388,-469.68,-180.089,47.3622,-470.445,-109.091,102.663,-115.295,105.239,174.645,-280.296,134.9,103.587,-490.152,95.1645,65.362,-472.141,38.0006,110.441,-648.372,115.709,101.688,-896.619,-3.14029,137.412,-895.198,65.3759,159.667,-643.569,-220.296,108.995,-873.529,-225.662,144.568,-885.896,-139.655,142.668,-900.267,-195.861,222.642,,,,-914.517,22.6525,213.039,-982.457,98.2613,84.5262
1540,0,493.634,24.945,204.739,471.05,126.93,199.968,466.17,-95.8985,190.846,330.163,39.8259,225.147,35.7215,-152.154,97.2494,-0.626396,154.374,117.292,651.923,20.1722,196.19,649.799,86.6986,180.654,651.454,-29.594,170.529,425.257,238.287,207.268,331.128,270.446,194.275,261.867,392.134,135.276,275.122,421.807,111.995,432.667,-174.656,193.688,350.874,-202.997,183.904,261.243,-329.853,128.568,248.701,-360.249,98.7645,377.321,-322.579,58.6457,459.797,-282.391,39.5212,396.656,376.052,60.0221,458.157,347.688,27.1426,514.954,349.929,26.0821,525.207,289.907,41.7408,510.907,-281.208,22.4262,516.526,-229.276,38.1296,-79.4202,-149.932,156.736,-241.223,-195.165,77.9071,-469.595,-180.238,47.2966,-470.43,-109.51,102.539,-115.397,105.116,174.556,-280.421,134.767,103.561,-490.118,95.084,65.3464,-472.254,37.7882,110.386,-648.492,115.417,101.763,-896.645,-3.66218,137.042,-895.404,64.768,159.412,-643.554,-220.452,108.529,-873.702,-226.186,144.068,-885.999,-140.232,142.322,-900.004,-196.491,222.386,,,,-914.688,21.8476,212.787,-982.451,97.8377,84.6743
