,,liang:UpperBody1,,,liang:UpperBody2,,,liang:UpperBody3,,,liang:UpperBody4,,,liang:UpperBody5,,,liang:UpperBody6,,,liang:UpperBody7,,,liang:UpperArmLeft1,,,liang:UpperArmLeft2,,,liang:UpperArmLeft3,,,liang:UpperArmRight1,,,liang:UpperArmRight2,,,liang:UpperArmRight3,,,liang:LowerArmRight2,,,liang:LowerArmRight3,,,liang:LowerArmLeft2,,,liang:LowerArmLeft3,,,liang:Head1,,,liang:Head2,,,liang:ThighLeft2,,,liang:ThighLeft3,,,liang:ThighLeft4,,,liang:ThighRight2,,,liang:ThighRight3,,,liang:ThighRight4,,,liang:LowerLegRight3,,,liang:LowerLegRight4,,,liang:LowerLegLeft3,,,liang:LowerLegLeft4,,,liang:FeetLeft2,,,liang:FeetLeft3,,,liang:FeetRight2,,,liang:FeetRight3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
587,0,-285.52,-117.136,779.885,-76.8217,-88.1166,807.526,-154.859,-117.205,732.125,-204.438,141.939,721.137,-145.506,-87.1611,603.47,-363.824,178.676,420.518,-7.85401,228.091,426.731,-346.153,-25.5191,886.841,-473.856,-121.872,893.639,-537.538,-256.617,973.003,-56.9178,19.7266,904.123,77.7528,-33.5738,983.209,170.735,-124.505,1059.53,172.297,-186.868,1160.26,188.718,-299.513,1264.36,-519.908,-287.658,1086.31,-481.076,-378.187,1196.04,-210.953,-213.712,1048.76,-102.555,-196.032,1055.74,-400.346,40.3315,353.509,-420.451,-255.809,306.437,-308.764,-300.021,326.021,74.636,76.1678,322.759,127.511,-214.434,302.681,20.7313,-275.075,308.148,92.8202,-65.492,222.045,-24.2533,129.125,75.0265,-402.502,-117.977,182.291,-337.301,83.6239,69.568,-389.581,-4.1622,18.3577,-261.339,155.667,33.1767,78.0803,48.0937,19.408,-87.8829,179.085,40.8913
588,0,-285.513,-117.279,779.937,-77.0139,-88.2596,807.58,-154.9,-117.337,732.173,-204.408,141.72,721.206,-145.575,-87.3033,603.576,-363.831,178.607,420.619,-7.83836,227.984,426.835,-346.154,-25.6422,886.894,-473.897,-122.089,893.652,-537.696,-256.949,972.897,-56.8178,19.5765,904.087,77.6886,-33.742,983.26,170.57,-124.983,1059.49,172.188,-187.135,1160.25,188.746,-299.759,1264.23,-519.915,-287.824,1086.17,-481.18,-378.618,1195.89,-211.03,-213.93,1048.91,-102.679,-196.228,1056.02,-400.348,40.3632,353.576,-420.596,-255.703,306.434,-308.795,-299.961,326.078,74.6496,76.0718,322.858,127.485,-214.465,302.668,20.6672,-275.141,308.034,92.7347,-65.5597,221.969,-24.2582,129.143,75.0449,-402.614,-117.9,182.273,-337.372,83.6104,69.6105,-389.599,-4.15253,18.3475,-261.331,155.691,33.245,78.069,48.1099,19.3836,-87.8875,179.096,40.9041
589,0,-285.491,-117.448,779.905,-77.1158,-88.4954,807.641,-154.866,-117.452,732.221,-204.364,141.549,721.286,-145.616,-87.4697,603.631,-363.773,178.58,420.733,-7.72882,227.889,427.021,-346.072,-25.8113,886.958,-473.999,-122.329,893.682,-537.73,-257.258,972.909,-56.785,19.4893,904.157,77.5924,-34.0594,983.256,170.556,-125.335,1059.55,172.053,-187.422,1160.29,188.641,-300.133,1264.22,-519.879,-288.075,1086.16,-481.178,-378.813,1195.77,-211.169,-214.174,1049.11,-102.68,-196.396,1056.25,-400.393,40.3743,353.613,-419.912,-255.026,306.409,-308.971,-299.969,326.054,74.5563,75.9816,322.841,127.441,-214.51,302.628,20.7211,-275.184,307.96,92.5716,-65.5958,221.81,-24.2549,129.133,75.0439,-402.704,-117.841,182.344,-337.319,83.6022,69.587,-389.621,-4.14054,18.3812,-261.304,155.731,33.1967,78.0377,48.1158,19.351,-87.8747,179.147,40.9562
590,0,-285.515,-117.601,779.914,-77.3883,-88.7077,807.721,-154.902,-117.606,732.366,-204.358,141.397,721.3,-145.817,-87.7252,603.617,-363.82,178.561,420.831,-7.74176,227.758,427.202,-345.963,-25.9514,887.031,-474.058,-122.529,893.716,-537.954,-257.695,973.109,-56.8588,19.12,904.196,77.5784,-34.4225,983.247,170.569,-125.592,1059.6,172.252,-188.026,1160.42,188.721,-300.57,1264.16,-519.849,-288.398,1086.12,-481.051,-379.107,1195.68,-211.338,-214.279,1049.28,-102.683,-196.508,1056.45,-400.414,40.3802,353.682,-420.722,-255.553,306.403,-309.209,-299.983,326.028,74.4749,75.9107,322.886,127.333,-214.592,302.58,20.6667,-275.275,307.906,92.4525,-65.6657,221.717,-24.2555,129.125,75.0838,-402.846,-117.856,182.393,-337.39,83.6259,69.6777,-389.635,-4.14703,18.3755,-261.264,155.668,33.3308,78.053,48.096,19.3157,-87.828,179.118,41.0054
591,0,-285.541,-117.726,779.913,-77.4397,-88.9508,807.775,-154.909,-117.724,732.352,-204.375,141.267,721.379,-147.161,-87.7192,603.12,-363.873,178.538,420.867,-7.74675,227.599,427.361,-345.941,-26.0558,887.154,-474.013,-122.617,893.743,-538.05,-257.895,973.166,-56.9727,18.8656,904.285,77.653,-34.6764,983.252,170.608,-125.832,1059.57,171.92,-188.216,1160.33,188.644,-300.99,1264.3,-519.809,-288.662,1086.09,-480.926,-379.478,1195.64,-211.332,-214.528,1049.41,-102.691,-196.666,1056.69,-400.494,40.3926,353.725,-421.717,-257.126,306.837,-309.389,-300.027,326.042,74.3755,75.8523,322.845,127.304,-214.628,302.552,20.6149,-275.369,307.84,92.4214,-65.7953,221.692,-24.2679,129.069,75.078,-402.964,-117.892,182.328,-337.393,83.6497,69.7106,-389.634,-4.11635,18.3705,-261.243,155.609,33.3219,78.0078,48.1187,19.3059,-87.8629,179.112,41.0114
592,0,-285.489,-117.818,779.877,-77.6558,-89.1657,807.805,-154.93,-117.902,732.327,-204.491,141.005,721.351,-147.308,-87.9604,603.14,-363.897,178.47,420.935,-7.711,227.522,427.499,-345.908,-26.2085,887.295,-473.962,-122.687,893.852,-537.862,-258.064,973.188,-57.0633,18.4563,904.348,77.6667,-34.8787,983.27,170.627,-126.106,1059.52,171.85,-188.485,1160.38,188.622,-301.271,1264.36,-519.674,-288.837,1086.09,-480.916,-379.755,1195.61,-211.344,-214.664,1049.51,-102.856,-196.748,1056.98,-400.544,40.38,353.72,-420.454,-254.899,305.892,-309.577,-300.073,326.088,74.4401,75.7855,322.956,127.251,-214.74,302.516,20.6045,-275.405,307.757,92.3292,-65.8696,221.642,-24.2917,129.051,75.082,-403.163,-117.945,182.441,-337.364,83.5843,69.7428,-389.656,-4.1311,18.3209,-261.257,155.512,33.3897,78.0596,48.1013,19.3171,-87.8884,179.057,41.0502
593,0,-285.522,-117.912,779.915,-77.6869,-89.4219,807.79,-154.911,-118.026,732.314,-204.587,140.609,721.384,-147.407,-88.1151,603.212,-363.921,178.445,420.968,-7.69527,227.392,427.68,-345.916,-26.3691,887.369,-474.001,-122.81,893.967,-537.904,-258.11,973.184,-57.0576,18.1932,904.326,77.6407,-35.0677,983.294,170.586,-126.322,1059.45,171.903,-188.617,1160.41,188.56,-301.47,1264.3,-519.545,-288.927,1086.03,-480.855,-379.937,1195.55,-211.28,-214.814,1049.6,-102.837,-196.757,1057.13,-400.6,40.3766,353.756,-422.076,-257.15,306.826,-309.814,-300.15,326.123,74.4328,75.6828,322.975,127.22,-214.754,302.504,20.535,-275.497,307.738,92.271,-65.9231,221.657,-24.2619,128.964,75.1463,-403.241,-118.003,182.362,-337.343,83.5658,69.7201,-389.658,-4.14462,18.3519,-261.232,155.402,33.5138,78.0146,48.0905,19.3107,-87.8681,179.034,41.0771
594,0,-285.494,-118.03,779.86,-77.8089,-89.627,807.792,-154.904,-118.258,732.293,-204.663,140.412,721.36,-147.548,-88.1917,603.148,-363.903,178.328,421.004,-7.73307,227.29,427.753,-345.97,-26.5033,887.403,-473.998,-122.918,894.022,-537.988,-258.336,973.273,-57.0943,17.95,904.388,77.5535,-35.3121,983.274,170.453,-126.489,1059.48,171.896,-188.761,1160.38,188.711,-301.588,1264.32,-519.558,-289.13,1086.07,-480.78,-380.048,1195.57,-211.245,-214.886,1049.69,-102.845,-196.743,1057.29,-400.683,40.3075,353.804,-422.581,-257.708,307.204,-310.024,-300.248,326.095,74.3093,75.616,322.871,127.178,-214.811,302.449,20.5236,-275.639,307.649,92.2188,-66.0298,221.607,-24.3458,128.93,75.1195,-403.373,-118.009,182.424,-337.303,83.5316,69.7786,-389.658,-4.14304,18.3521,-261.224,155.251,33.643,78.0211,48.0739,19.3289,-87.933,178.971,41.1151
595,0,-285.486,-118.224,779.844,-77.8215,-89.7822,807.73,-154.79,-118.381,732.319,-204.603,140.264,721.341,-147.604,-88.3554,603.151,-363.98,178.255,421.032,-7.78796,227.131,427.714,-345.999,-26.7264,887.36,-473.974,-123.018,894.054,-538.02,-258.447,973.322,-57.0414,17.7157,904.349,77.5743,-35.5314,983.31,170.335,-126.646,1059.46,171.962,-188.893,1160.4,188.668,-301.827,1264.36,-519.532,-289.21,1086.12,-480.836,-380.162,1195.7,-211.113,-215.079,1049.79,-102.981,-196.669,1057.41,-400.723,40.2392,353.789,-422.679,-257.248,306.73,-310.097,-300.282,326.068,74.3147,75.543,322.86,127.163,-214.883,302.391,20.4339,-275.772,307.545,92.2089,-66.124,221.572,-24.2822,128.895,75.187,-403.473,-118.06,182.408,-337.253,83.468,69.7661,-389.66,-4.1428,18.3511,-261.117,155.158,33.7204,78.0022,48.0672,19.3409,-87.9855,178.979,41.1617
596,0,-285.474,-118.392,779.825,-77.7672,-90.0317,807.714,-155.284,-118.593,732.193,-204.501,140.124,721.333,-147.712,-88.4723,603.143,-363.975,178.106,421.014,-7.80469,227.023,427.722,-346.089,-27.0949,887.275,-473.996,-123.15,894.047,-538.065,-258.457,973.303,-57.1315,17.4787,904.345,77.5773,-35.7106,983.314,170.34,-126.735,1059.47,171.999,-188.982,1160.39,188.651,-301.947,1264.39,-519.499,-289.291,1086.13,-480.904,-380.24,1195.78,-211.007,-215.177,1049.81,-102.88,-196.718,1057.49,-400.781,40.2513,353.779,-422.664,-257.202,306.653,-310.267,-300.377,326.038,74.2767,75.4452,322.783,127.151,-214.934,302.303,20.3643,-275.985,307.481,92.1579,-66.179,221.527,-24.2765,128.88,75.1793,-403.668,-118.136,182.32,-337.341,83.4725,69.8326,-389.653,-4.15086,18.3405,-261.072,155.157,33.8064,77.9999,48.0905,19.3304,-87.9938,179.02,41.1759
597,0,-285.455,-118.547,779.777,-77.7635,-90.2732,807.636,-155.251,-118.801,732.119,-204.524,139.984,721.266,-147.649,-88.5905,603.065,-364.058,177.888,420.974,-7.78183,226.923,427.711,-346.045,-27.2626,887.148,-473.962,-123.334,894.051,-538.072,-258.496,973.274,-57.0702,17.4083,904.336,77.6644,-35.8539,983.264,170.344,-126.844,1059.46,172.043,-189.069,1160.35,188.673,-301.984,1264.4,-519.57,-289.431,1086.21,-480.943,-380.236,1195.87,-210.717,-215.218,1049.86,-102.774,-196.64,1057.54,-400.816,40.208,353.746,-422.937,-257.232,306.534,-310.407,-300.42,325.912,74.2161,75.3509,322.711,127.13,-215.062,302.195,20.3708,-276.11,307.372,92.1854,-66.2231,221.487,-24.2857,128.878,75.1848,-403.728,-118.114,182.241,-337.305,83.5007,69.8208,-389.706,-4.12575,18.3113,-261.074,155.1,33.7934,78.0282,48.108,19.3126,-87.8606,179.015,41.2045
598,0,-285.41,-118.719,779.712,-77.6962,-90.4716,807.613,-155.53,-118.925,732.031,-204.571,139.772,721.171,-147.785,-88.7113,603.046,-364.092,177.662,420.96,-7.94748,226.732,427.6,-346.013,-27.4034,887.052,-473.994,-123.471,894.059,-538.109,-258.522,973.249,-57.0831,17.2637,904.259,77.5469,-35.9995,983.171,170.366,-126.914,1059.41,172.261,-189.382,1160.19,188.755,-302.021,1264.31,-519.65,-289.415,1086.28,-480.985,-380.129,1195.94,-210.591,-215.341,1049.95,-102.723,-196.63,1057.63,-400.856,40.1573,353.735,-422.96,-257.293,306.509,-310.589,-300.529,325.82,74.0579,75.198,322.528,127.156,-215.207,302.085,20.3553,-276.162,307.186,92.2352,-66.3126,221.376,-24.2696,128.855,75.1713,-403.837,-118.239,182.238,-337.321,83.513,69.8159,-389.722,-4.11019,18.3103,-261.049,155.06,33.9155,78.0059,48.113,19.3101,-87.9092,179.012,41.2006
599,0,-285.368,-118.871,779.611,-77.6817,-90.593,807.514,-155.77,-119.031,731.98,-204.731,139.527,721.036,-147.88,-88.8858,602.996,-364.134,177.516,420.882,-7.94926,226.499,427.551,-345.965,-27.582,886.955,-473.982,-123.592,894.038,-538.065,-258.508,973.156,-57.1525,17.0063,904.091,77.6086,-36.1196,983.091,170.447,-126.941,1059.31,172.064,-189.258,1160.17,188.781,-302.045,1264.2,-519.65,-289.431,1086.29,-481.018,-380.055,1196.03,-210.369,-215.535,1050.04,-102.583,-196.647,1057.62,-400.898,40.0862,353.667,-421.98,-255.876,306.115,-310.716,-300.631,325.76,74.2348,75.026,322.536,127.11,-215.346,301.868,20.2981,-276.423,307.1,92.2505,-66.3844,221.282,-24.3278,128.818,75.1707,-404.02,-118.409,182.212,-337.315,83.4581,69.8791,-389.726,-4.12403,18.306,-261.048,155.044,34.0667,78.0548,48.1385,19.3077,-87.9558,178.984,41.2897
600,0,-285.384,-119.111,779.536,-77.5663,-90.7541,807.434,-155.729,-119.147,731.962,-204.771,139.432,720.968,-147.808,-89.0543,602.934,-364.049,177.414,420.773,-8.04612,226.298,427.382,-346.011,-27.7129,886.863,-474.005,-123.691,894.036,-538.052,-258.505,973.162,-57.2418,16.955,904.002,77.5592,-36.2479,983.004,170.516,-127.003,1059.18,172.123,-189.283,1160.1,189.047,-301.917,1264.06,-519.741,-289.44,1086.33,-481.078,-380.028,1196.11,-210.244,-215.635,1050.05,-102.287,-196.685,1057.62,-401.026,39.9657,353.585,-422.284,-256.156,306.001,-310.792,-300.771,325.644,74.1291,74.8382,322.371,127.094,-215.537,301.747,20.174,-276.578,306.978,92.245,-66.5163,221.24,-24.3481,128.748,75.1952,-404.034,-118.501,182.173,-337.214,83.4041,69.8412,-389.712,-4.0922,18.2905,-260.887,154.959,34.1013,78.0303,48.1069,19.2971,-87.9968,178.924,41.2697
601,0,-285.41,-119.326,779.468,-77.579,-90.8501,807.374,-155.878,-119.327,732.013,-204.78,139.35,720.91,-147.818,-89.168,602.937,-364.032,177.26,420.642,-8.06664,226.184,427.357,-346.093,-27.8627,886.73,-474.002,-123.85,893.925,-538.02,-258.521,973.15,-57.2124,16.8347,903.868,77.6023,-36.3411,982.934,170.499,-127.01,1059.09,172.36,-189.47,1160.05,189.227,-301.916,1263.95,-519.853,-289.526,1086.45,-481.146,-379.924,1196.19,-210.049,-215.846,1050.09,-102.125,-196.72,1057.62,-401.125,39.8432,353.422,-423.585,-257.539,306.061,-310.92,-301.002,325.53,74.1511,74.6993,322.313,127.092,-215.712,301.579,20.1668,-276.692,306.878,92.2444,-66.6973,221.159,-24.3737,128.691,75.234,-404.117,-118.62,182.209,-337.184,83.3803,69.9189,-389.735,-4.12086,18.2947,-260.883,154.879,34.1944,78.022,48.0856,19.305,-87.931,178.76,41.3266
602,0,-285.421,-119.466,779.412,-77.582,-90.91,807.309,-155.943,-119.459,731.869,-204.732,139.314,720.838,-147.721,-89.2639,602.894,-364.192,177.042,420.414,-8.07928,226.109,427.282,-346.137,-28.1031,886.613,-473.991,-123.957,893.902,-537.93,-258.597,973.186,-57.2755,16.7747,903.798,77.5531,-36.3584,982.849,170.465,-127.041,1059.01,172.286,-189.343,1160,189.331,-301.927,1263.81,-519.919,-289.528,1086.43,-481.205,-379.778,1196.27,-210.011,-215.941,1050.04,-101.94,-196.586,1057.52,-401.142,39.6978,353.248,-423.741,-257.69,305.874,-311.137,-301.188,325.417,73.9593,74.4705,322.111,127.022,-215.945,301.402,20.0458,-276.845,306.795,92.3046,-66.8829,221.171,-24.4138,128.603,75.343,-404.08,-118.638,182.189,-337.105,83.2725,69.861,-389.727,-4.11081,18.311,-260.809,154.841,34.1755,78.0199,48.0615,19.3063,-88.2707,178.446,41.1885
603,0,-285.438,-119.662,779.335,-77.4,-91.0876,807.132,-155.926,-119.577,731.79,-204.746,139.259,720.748,-147.344,-89.4259,602.949,-364.173,176.806,420.198,-8.08381,226.021,427.18,-346.064,-28.2118,886.446,-473.935,-124.108,893.803,-537.929,-258.687,973.201,-57.255,16.7519,903.635,77.5351,-36.3997,982.688,170.482,-127.03,1058.97,172.466,-189.306,1159.97,189.447,-301.899,1263.67,-519.992,-289.534,1086.5,-481.354,-379.588,1196.35,-209.825,-216.051,1049.98,-101.66,-196.444,1057.45,-401.164,39.5674,353.052,-423.9,-257.827,305.771,-311.176,-301.414,325.236,73.93,74.2294,321.983,127.05,-216.098,301.236,20.0502,-276.975,306.687,92.2587,-67.0346,221.122,-24.504,128.476,75.3576,-404.064,-118.685,182.088,-337.027,83.1886,69.854,-389.713,-4.13792,18.2822,-260.803,154.743,34.238,77.9476,48.0149,19.3157,-88.2303,178.522,41.4238
604,0,-285.407,-119.799,779.196,-77.2953,-91.1637,806.929,-155.974,-119.722,731.711,-204.737,139.117,720.582,-147.484,-89.4603,602.888,-364.165,176.617,420.016,-8.20789,225.913,426.975,-345.969,-28.3563,886.283,-473.883,-124.195,893.685,-537.879,-258.721,973.193,-57.2946,16.7513,903.524,77.556,-36.3913,982.571,170.492,-126.921,1058.87,172.518,-189.238,1159.9,189.728,-301.787,1263.43,-520.084,-289.51,1086.5,-481.467,-379.472,1196.5,-209.583,-216.209,1049.98,-101.345,-196.319,1057.36,-401.197,39.4015,352.866,-423.964,-258.065,305.462,-311.264,-301.609,325.058,74.0684,74.1348,321.929,127.02,-216.295,301.101,19.9573,-277.118,306.563,92.2156,-67.1539,221.115,-24.5236,128.398,75.4566,-404.159,-118.667,181.843,-337.024,83.1361,69.904,-389.708,-4.1374,18.2855,-260.812,154.731,34.2773,77.9457,47.9934,19.3515,-88.3634,178.297,41.3459
605,0,-285.376,-119.983,779.106,-77.2313,-91.223,806.797,-156.08,-119.83,731.517,-204.813,138.93,720.355,-147.514,-89.49,602.751,-364.087,176.448,419.785,-8.17294,225.803,426.872,-345.94,-28.5163,886.168,-473.862,-124.329,893.58,-537.815,-258.789,973.159,-57.2556,16.6896,903.42,77.4821,-36.378,982.422,170.51,-126.895,1058.73,172.571,-189.126,1159.78,189.959,-301.598,1263.22,-520.075,-289.399,1086.39,-481.553,-379.301,1196.57,-209.347,-216.417,1049.89,-101.119,-196.297,1057.34,-401.227,39.1608,352.662,-423.974,-258.139,305.347,-311.286,-301.758,324.946,74.4628,74.0251,322.067,127.067,-216.479,300.997,20.0451,-277.164,306.328,92.3356,-67.2489,221.173,-24.567,128.357,75.4402,-404.178,-118.755,181.707,-336.925,83.0814,69.8492,-389.684,-4.12321,18.3009,-260.816,154.702,34.3269,77.9436,47.997,19.3598,-88.4357,178.237,41.3844
606,0,-285.411,-120.121,779.007,-77.3781,-91.2975,806.606,-156.073,-119.954,731.396,-204.939,138.7,720.113,-147.363,-89.5746,602.671,-363.947,176.289,419.569,-8.26388,225.631,426.618,-345.937,-28.6262,885.967,-473.814,-124.46,893.411,-537.793,-258.838,973.111,-57.2566,16.5655,903.291,77.4265,-36.3325,982.254,170.528,-126.817,1058.59,172.595,-189.068,1159.66,190.181,-301.468,1263.18,-520.078,-289.426,1086.33,-481.534,-379.247,1196.64,-209.038,-216.576,1049.74,-100.927,-196.227,1057.23,-401.203,38.8963,352.514,-423.981,-258.3,305.19,-311.249,-301.818,324.887,74.6229,73.8039,321.945,127.186,-216.581,300.843,20.0878,-277.344,306.244,92.6063,-67.3503,221.26,-24.5868,128.301,75.4586,-404.168,-118.872,181.557,-336.881,83.0291,69.8837,-389.628,-4.11589,18.3022,-260.779,154.682,34.3675,77.9087,47.968,19.3662,-88.3709,178.238,41.4291
607,0,-285.426,-120.209,778.913,-77.3019,-91.3702,806.396,-155.83,-120.162,731.21,-204.884,138.534,719.987,-147.087,-89.7797,602.593,-363.931,176.206,419.461,-8.286,225.536,426.42,-345.854,-28.7065,885.815,-473.911,-124.588,893.287,-537.79,-258.939,973.091,-57.2618,16.494,903.228,77.5262,-36.2845,982.083,170.607,-126.818,1058.46,172.867,-189.045,1159.57,190.665,-301.127,1263.04,-520.069,-289.364,1086.3,-481.576,-379.174,1196.7,-208.637,-216.749,1049.53,-100.658,-196.223,1057.05,-401.16,38.6835,352.293,-423.819,-258.558,305.041,-311.264,-301.997,324.739,74.6311,73.6235,321.826,127.229,-216.613,300.701,20.0806,-277.525,306.005,92.6444,-67.3872,221.18,-24.6553,128.236,75.4457,-404.047,-118.975,181.385,-336.724,82.934,69.8052,-389.639,-4.15305,18.2611,-260.746,154.63,34.4557,77.9217,47.981,19.3608,-88.3127,178.359,41.6185
608,0,-285.428,-120.285,778.774,-77.126,-91.4838,806.2,-156.137,-120.273,731.154,-204.968,138.28,719.753,-147.465,-89.8386,602.369,-363.884,176.077,419.292,-8.24993,225.429,426.254,-345.783,-28.8421,885.692,-473.923,-124.705,893.128,-537.691,-259.024,973.046,-57.2814,16.4224,903.119,77.6987,-36.2356,981.929,170.677,-126.722,1058.23,172.946,-188.828,1159.39,190.918,-300.939,1263.1,-520.059,-289.351,1086.26,-481.631,-379.168,1196.75,-208.406,-216.856,1049.36,-100.393,-196.208,1056.79,-401.083,38.4156,352.176,-423.698,-258.838,304.915,-311.254,-302.137,324.629,74.5691,73.4964,321.667,127.29,-216.74,300.474,20.2588,-277.673,305.774,92.6915,-67.415,221.125,-24.6861,128.174,75.4983,-403.885,-119.108,181.384,-336.637,82.8412,69.7887,-389.616,-4.17988,18.2624,-260.647,154.532,34.5013,77.8706,47.9461,19.4172,-88.3236,178.253,41.684
609,0,-285.412,-120.368,778.64,-77.2036,-91.5645,806.121,-155.802,-120.469,730.988,-204.999,138.032,719.443,-147.547,-89.9338,602.168,-364.077,175.838,419.145,-8.24242,225.35,426.064,-345.763,-28.9513,885.511,-473.858,-124.717,892.984,-537.646,-258.993,972.988,-57.3383,16.3612,902.988,77.8346,-36.1681,981.72,170.876,-126.59,1058.07,173.337,-188.474,1159.12,191.027,-300.788,1262.93,-520.017,-289.299,1086.23,-481.565,-379.107,1196.74,-208.164,-216.953,1049.18,-100.14,-196.35,1056.57,-401.092,38.2511,352.002,-423.304,-258.986,304.855,-311.246,-302.442,324.532,74.6398,73.3975,321.524,127.346,-216.887,300.349,20.2319,-277.825,305.686,92.7801,-67.4902,220.979,-24.7099,128.113,75.494,-403.739,-119.318,181.273,-336.532,82.7548,69.7826,-389.592,-4.22223,18.298,-260.549,154.344,34.532,77.8677,47.9136,19.4454,-88.3561,178.126,41.773
610,0,-285.419,-120.483,778.506,-77.1403,-91.6369,806.012,-155.826,-120.626,730.899,-205.015,137.929,719.224,-147.568,-90.1335,601.998,-364.129,175.645,419.019,-8.26531,225.307,425.884,-345.76,-28.9732,885.345,-473.866,-124.772,892.93,-537.636,-259.009,972.949,-57.44,16.3073,902.819,77.9132,-36.1346,981.601,171.102,-126.421,1057.9,173.597,-188.344,1159,191.271,-300.54,1262.9,-519.917,-289.265,1086.2,-481.558,-379.1,1196.77,-207.957,-217.12,1048.99,-99.9417,-196.452,1056.36,-401.084,38.015,351.806,-423.203,-259.245,304.771,-311.111,-302.635,324.378,74.5368,73.2699,321.333,127.441,-216.996,300.149,20.2976,-277.931,305.604,92.7479,-67.6272,220.885,-24.6852,128.005,75.5497,-403.542,-119.485,181.094,-336.432,82.6822,69.7164,-389.525,-4.31511,18.3052,-260.522,154.24,34.5518,77.8605,47.8853,19.4549,-88.2674,177.998,41.8262
611,0,-285.431,-120.561,778.32,-77.1974,-91.6841,805.897,-156.145,-120.66,730.74,-205.051,137.847,719.083,-147.306,-90.292,601.817,-364.151,175.405,418.814,-8.29053,225.193,425.771,-345.797,-28.9893,885.186,-473.854,-124.789,892.895,-537.634,-259.025,972.965,-57.492,16.3609,902.694,77.9763,-36.1297,981.406,171.335,-126.224,1057.71,173.835,-188.252,1158.82,191.405,-300.361,1262.9,-519.837,-289.276,1086.22,-481.469,-379.109,1196.78,-207.822,-217.204,1048.75,-99.9043,-196.567,1056.23,-401.047,37.8518,351.639,-423.131,-259.486,304.736,-310.962,-302.851,324.204,74.4951,73.1792,321.256,127.478,-217.081,300.133,20.3034,-277.954,305.521,92.8437,-67.7103,220.835,-24.7552,127.929,75.613,-403.344,-119.686,181.037,-336.366,82.6313,69.7711,-389.463,-4.36257,18.2726,-260.444,154.135,34.5801,77.8324,47.8457,19.4496,-88.2634,177.879,41.9733
612,0,-285.387,-120.587,778.217,-77.2148,-91.7626,805.814,-156.097,-120.723,730.603,-205.141,137.706,718.926,-147.195,-90.3714,601.677,-364.301,175.011,418.601,-8.34797,225.023,425.614,-345.81,-29.0193,885.044,-473.832,-124.842,892.855,-537.602,-259.022,972.984,-57.5715,16.2575,902.533,78.0203,-36.1678,981.264,171.458,-126.101,1057.6,174.082,-188.046,1158.65,191.729,-300.115,1262.79,-519.719,-289.274,1086.23,-481.405,-379.16,1196.74,-207.621,-217.488,1048.62,-99.9052,-196.666,1056.05,-400.928,37.6699,351.506,-423.052,-259.704,304.654,-310.698,-303.082,323.998,74.3386,73.0362,321.01,127.497,-217.2,300.11,20.3494,-278.02,305.519,92.844,-67.8137,220.776,-24.7464,127.813,75.6852,-403.254,-119.856,180.9,-336.371,82.614,69.774,-389.447,-4.41382,18.2814,-260.369,153.968,34.7111,77.8057,47.7907,19.4954,-88.3171,177.739,42.0054
613,0,-285.31,-120.604,778.087,-77.1963,-91.8274,805.752,-155.933,-120.812,730.52,-205.124,137.528,718.678,-146.376,-90.5831,601.739,-364.42,174.755,418.431,-8.43277,224.902,425.434,-345.759,-29.0439,884.95,-473.767,-124.863,892.823,-537.539,-258.97,972.892,-57.4989,16.1794,902.303,78.0578,-36.134,981.13,171.54,-126.001,1057.48,174.204,-187.914,1158.55,191.819,-299.985,1262.8,-519.573,-289.273,1086.21,-481.319,-379.241,1196.73,-207.474,-217.766,1048.54,-99.8317,-196.714,1055.92,-400.882,37.3954,351.362,-422.911,-259.953,304.561,-310.367,-303.378,323.847,74.4733,72.9783,320.893,127.52,-217.273,300.088,20.3831,-278.109,305.475,92.8457,-67.8444,220.75,-24.7824,127.711,75.7168,-403.183,-120.036,180.906,-336.376,82.4846,69.8091,-389.368,-4.51583,18.341,-260.309,153.969,34.7829,77.7971,47.7737,19.531,-88.3005,177.579,42.0447
